sqft,bedrooms,bathrooms,neighborhood,year_built,has_garden,floors,garage_capacity,condition,price
4611,5,1.0,Suburb,1965,1,2,2,4,884900.0
3425,4,3.0,Waterfront,2018,1,1,2,5,1448900.0
3182,5,1.5,Downtown,1951,1,3,0,4,970500.0
2241,2,1.5,Downtown,2003,0,2,1,4,711900.0
3779,4,2.5,Rural,1976,1,1,2,3,629600.0
2597,2,2.0,Suburb,1980,1,1,2,3,483400.0
4809,2,2.0,Urban,1990,1,2,1,2,1021000.0
2194,3,1.5,Downtown,1985,1,1,3,3,716200.0
2069,4,4.0,Rural,1996,0,2,0,3,447800.0
4514,5,3.0,Downtown,1992,1,2,3,3,1381200.0
1329,2,3.0,Urban,2014,0,1,1,3,442900.0
4423,3,2.0,Suburb,1999,0,2,0,2,787300.0
3758,4,3.0,Suburb,1950,1,1,1,3,741400.0
3714,4,1.5,Suburb,2021,0,1,1,2,704500.0
4391,1,1.0,Urban,2006,0,2,2,5,996900.0
2947,1,1.0,Rural,1965,0,2,2,2,377200.0
4169,2,2.5,Suburb,1977,1,2,2,3,779900.0
1739,1,2.0,Downtown,1971,1,2,1,4,571100.0
1325,2,2.0,Rural,1990,1,2,1,3,280200.0
801,5,1.0,Suburb,2025,0,2,0,2,291500.0
1174,2,2.0,Suburb,1968,1,1,0,3,285500.0
3140,1,2.5,Urban,1999,1,2,2,2,734100.0
4805,5,2.0,Downtown,2008,1,2,0,3,1356300.0
3852,1,2.5,Suburb,2018,0,1,2,2,680300.0
3165,2,1.5,Downtown,1983,1,2,2,3,865900.0
2325,3,3.0,Urban,1988,1,1,0,4,626000.0
2446,4,2.5,Rural,2023,0,2,2,3,501300.0
813,1,1.5,Suburb,1956,0,2,0,3,142500.0
3078,2,1.5,Suburb,2001,0,3,1,3,630500.0
3955,5,2.5,Suburb,2009,1,1,2,3,813000.0
929,1,3.0,Urban,2001,0,2,1,4,360400.0
4614,1,2.0,Urban,1973,1,1,0,2,917600.0
4016,4,2.0,Suburb,1975,0,2,2,4,799100.0
3738,2,3.0,Suburb,1959,1,2,0,3,691800.0
4728,3,2.5,Suburb,1966,0,2,2,4,886300.0
2840,5,2.0,Urban,1951,1,2,1,3,736600.0
827,2,2.0,Suburb,1976,1,2,1,3,261200.0
2913,5,1.5,Urban,2022,0,1,2,4,787100.0
2052,1,2.5,Suburb,2020,1,1,2,4,478700.0
2846,4,2.0,Urban,1997,0,2,0,3,745200.0
4823,4,4.0,Downtown,2023,1,1,1,5,1508000.0
4174,3,2.0,Suburb,1958,1,1,2,2,752600.0
4266,4,2.0,Suburb,1972,0,2,0,2,769000.0
3881,1,2.5,Waterfront,2020,0,1,2,3,1364700.0
4578,3,3.5,Suburb,2022,0,1,2,4,925300.0
1429,2,3.0,Urban,1976,1,2,2,5,523700.0
1069,4,2.0,Rural,2020,1,1,2,3,285800.0
3439,3,2.5,Urban,1992,1,1,2,1,828800.0
2793,1,2.5,Rural,1956,0,1,2,3,388400.0
3691,5,2.0,Waterfront,2012,0,2,2,3,1468800.0
4232,5,1.5,Urban,1993,1,3,2,3,1059200.0
2080,1,2.0,Downtown,1988,0,2,1,3,600400.0
3160,1,1.5,Urban,1989,1,1,1,2,647700.0
1375,5,3.5,Urban,1956,0,3,2,3,544300.0
2107,3,2.0,Suburb,2019,0,2,2,3,449500.0
3992,5,4.0,Downtown,1974,1,2,1,4,1283000.0
3978,1,2.0,Waterfront,2008,1,2,1,3,1349500.0
3534,4,2.5,Suburb,1962,1,1,3,2,748100.0
3012,2,2.0,Waterfront,2011,0,1,2,3,1136600.0
3152,4,1.5,Urban,1957,0,1,0,3,731800.0
4368,4,2.0,Urban,1994,1,1,2,2,1041000.0
2455,1,1.0,Suburb,1967,1,2,3,4,490700.0
2379,5,2.5,Suburb,2009,1,2,2,5,620200.0
3003,3,2.0,Rural,2009,0,2,2,4,517200.0
2190,4,3.0,Suburb,1951,1,1,1,3,515800.0
2542,5,1.5,Urban,2015,1,1,2,3,701800.0
2725,3,1.5,Suburb,1963,1,1,2,3,536600.0
1419,4,2.0,Suburb,1997,1,1,2,5,448200.0
2074,3,3.5,Waterfront,2005,1,1,1,5,1006700.0
1756,5,2.5,Suburb,1961,1,2,0,3,454400.0
2739,2,2.0,Suburb,2004,1,1,1,3,560300.0
4753,5,2.0,Rural,1977,1,3,1,4,780700.0
3181,1,1.0,Rural,1953,1,1,2,2,413600.0
1768,3,4.0,Downtown,1985,1,2,3,4,747800.0
2116,2,2.5,Urban,1999,1,2,2,4,627800.0
1843,3,2.0,Downtown,1952,0,1,2,2,536800.0
1081,3,2.5,Rural,1950,0,2,1,5,302100.0
3644,4,1.5,Urban,1966,0,2,2,5,902100.0
1858,1,4.0,Suburb,2020,0,2,2,5,503000.0
3332,3,1.5,Suburb,2011,0,2,2,3,670300.0
4628,5,2.5,Rural,1997,0,1,2,3,736900.0
1808,5,1.5,Rural,2011,0,2,2,3,372100.0
2029,4,2.5,Suburb,2018,1,3,2,3,549600.0
1835,1,3.0,Rural,1968,0,1,1,3,302000.0
1075,1,2.5,Waterfront,1983,0,1,2,3,515800.0
3540,5,2.5,Suburb,1998,1,3,3,4,841200.0
3089,2,3.0,Rural,1996,1,1,1,2,482000.0
2039,4,1.0,Suburb,1999,1,2,2,3,473300.0
925,4,2.0,Urban,1975,1,2,2,1,339900.0
4865,5,1.5,Rural,2005,1,2,2,4,769200.0
4668,5,4.0,Downtown,1963,1,1,2,3,1412100.0
2008,2,2.0,Waterfront,1974,1,1,2,2,779700.0
4049,2,2.5,Suburb,1953,1,1,1,5,755200.0
1718,1,2.5,Suburb,1981,1,2,0,1,336500.0
4723,4,1.5,Rural,2014,1,2,2,3,737300.0
2769,4,1.5,Urban,2010,1,2,2,4,767900.0
3593,5,2.0,Suburb,1969,0,2,2,4,748600.0
1691,1,2.0,Suburb,2023,1,1,0,1,341600.0
2833,4,1.5,Suburb,1959,1,1,0,5,632200.0
2164,1,1.0,Urban,1983,1,2,3,5,582600.0
928,1,3.0,Suburb,2010,1,1,0,3,269700.0
1814,5,4.0,Suburb,1976,1,1,2,3,543500.0
2599,1,2.0,Urban,1989,1,1,2,1,560100.0
2318,2,2.0,Urban,2014,1,1,2,3,602400.0
4981,2,1.0,Downtown,1982,0,1,0,3,1236400.0
1998,3,2.5,Rural,2017,1,2,2,4,450000.0
4673,5,3.0,Downtown,2020,0,3,2,3,1432800.0
3274,3,1.5,Urban,1958,0,2,1,4,761000.0
4285,2,1.5,Rural,1965,1,3,1,2,586100.0
4849,3,3.0,Urban,1954,0,3,1,2,1097500.0
4519,5,2.5,Suburb,1972,1,2,0,2,849800.0
1102,5,1.0,Waterfront,1992,0,1,2,1,590800.0
4752,1,2.5,Rural,2006,0,2,2,3,687800.0
1786,4,2.0,Urban,2000,1,1,3,4,581900.0
2663,1,2.0,Suburb,1962,0,1,2,3,449200.0
3872,5,3.0,Waterfront,1973,1,1,2,3,1555600.0
3924,2,3.0,Suburb,1960,1,2,1,4,760900.0
2127,2,2.0,Waterfront,2001,1,1,2,3,822000.0
3208,1,3.5,Waterfront,1966,1,1,2,3,1206000.0
4473,5,2.0,Suburb,1986,1,1,3,3,870700.0
4091,2,3.0,Downtown,1962,1,2,2,4,1179400.0
4833,5,2.0,Waterfront,2011,1,2,3,2,1794000.0
1503,2,3.0,Suburb,1957,0,2,2,1,313200.0
1374,5,3.5,Suburb,2005,1,1,2,3,493500.0
4032,3,1.0,Urban,2019,1,1,0,5,976000.0
3432,5,3.5,Suburb,1993,1,2,2,3,773700.0
4628,5,3.0,Rural,2009,1,1,2,4,786300.0
4030,1,3.0,Suburb,1990,1,2,1,4,763200.0
1288,3,1.5,Suburb,1970,1,2,0,3,283500.0
2147,4,3.0,Suburb,1991,1,2,2,4,589500.0
4481,1,3.0,Suburb,2023,0,3,1,4,852500.0
3973,4,2.0,Downtown,2023,0,1,1,3,1171600.0
2467,2,4.0,Urban,1978,1,1,2,3,701100.0
2437,4,1.0,Rural,2014,1,2,3,3,465000.0
4914,5,1.5,Urban,1966,0,1,2,3,1114400.0
4353,4,2.0,Urban,1979,0,1,1,4,1033600.0
1800,1,2.5,Waterfront,1975,0,1,1,3,695700.0
1650,1,2.5,Rural,2002,1,1,1,3,328600.0
2188,4,1.0,Suburb,1968,1,1,1,4,472300.0
4512,1,4.0,Waterfront,2002,1,1,0,3,1642600.0
2167,1,1.0,Waterfront,1966,0,2,3,3,758000.0
1621,4,1.5,Urban,1995,0,2,2,4,529500.0
1254,3,1.0,Downtown,2002,0,2,0,3,452900.0
2424,3,2.5,Rural,2013,0,2,1,4,474300.0
3572,2,3.5,Urban,1994,1,1,2,2,901600.0
4526,1,2.5,Suburb,1998,1,1,2,2,784000.0
3947,4,3.0,Suburb,1968,0,1,0,3,749200.0
4889,1,1.0,Downtown,2020,0,2,3,3,1243200.0
2990,5,2.0,Rural,2014,0,2,1,5,534100.0
1716,1,2.0,Suburb,1986,1,1,0,5,376400.0
4786,1,2.0,Waterfront,2019,0,1,0,4,1590700.0
3675,3,1.0,Suburb,1975,0,3,2,3,731500.0
2240,4,2.5,Waterfront,1951,0,2,0,5,1001500.0
1535,1,2.0,Waterfront,2008,1,2,0,4,676300.0
4368,3,3.0,Urban,1954,1,1,1,3,980600.0
4138,2,2.0,Suburb,1986,1,1,2,4,770600.0
3815,3,1.5,Suburb,1980,0,2,0,1,665600.0
3689,3,2.5,Suburb,2025,1,2,1,2,780900.0
1761,3,1.5,Suburb,1997,1,2,1,4,423100.0
3789,1,3.0,Suburb,1955,0,2,0,3,634400.0
4648,1,2.5,Waterfront,1964,0,2,2,3,1548200.0
1826,2,1.5,Suburb,1964,1,2,0,3,354500.0
4665,5,4.0,Urban,2010,0,1,0,5,1201500.0
3663,5,2.0,Rural,1965,1,1,2,3,603100.0
3301,5,1.0,Urban,1969,1,2,1,3,819400.0
2747,2,2.5,Waterfront,1993,1,1,0,2,1007500.0
1977,5,2.0,Suburb,1991,0,2,1,3,515800.0
811,5,3.0,Suburb,1995,1,2,3,5,454500.0
4164,3,3.0,Urban,1983,1,3,2,3,999800.0
3822,1,4.0,Urban,2013,0,1,2,3,950600.0
4171,1,2.0,Urban,1978,1,1,2,3,902500.0
3630,3,2.0,Suburb,1952,0,2,3,4,688000.0
842,3,3.0,Suburb,1958,0,2,2,3,265100.0
1743,3,1.5,Waterfront,2024,1,2,2,4,808600.0
3190,1,2.0,Waterfront,2024,0,1,1,3,1117100.0
3345,5,2.0,Suburb,1974,0,1,0,1,620400.0
3211,3,1.0,Downtown,1991,0,2,2,5,978900.0
1804,2,2.0,Suburb,1995,1,2,3,5,464200.0
820,3,3.0,Suburb,2022,1,2,1,5,352700.0
1206,4,3.0,Suburb,2008,0,1,2,5,424500.0
1814,3,1.0,Suburb,1970,1,1,1,4,411900.0
2638,1,1.0,Urban,2023,0,1,1,4,607900.0
3988,3,2.0,Rural,1971,1,3,1,4,646800.0
1514,4,3.0,Suburb,1978,1,2,2,3,444200.0
4946,2,1.5,Downtown,2012,1,1,1,2,1264000.0
4654,5,2.5,Urban,2022,1,1,2,3,1186400.0
940,3,1.5,Urban,2010,1,2,2,5,397600.0
1763,4,2.5,Waterfront,2013,0,1,2,3,850000.0
1172,4,2.0,Rural,2018,1,2,1,4,318700.0
4435,2,3.0,Urban,1989,0,2,2,2,1017500.0
3341,1,1.5,Downtown,2024,1,1,1,3,898700.0
4410,3,2.5,Urban,1950,0,1,1,3,993900.0
2492,4,1.5,Suburb,2014,0,2,2,2,536400.0
905,2,2.5,Rural,2011,0,1,1,2,204000.0
2481,5,3.0,Downtown,2003,0,1,0,2,851900.0
4897,4,1.5,Suburb,2009,1,3,1,4,982300.0
4816,2,3.0,Downtown,1995,1,2,2,2,1292400.0
3436,1,2.5,Urban,1954,1,2,1,3,756900.0
2937,1,1.5,Urban,1971,1,1,2,1,610900.0
4216,4,2.0,Downtown,2002,1,1,2,4,1266200.0
4330,4,1.5,Urban,2019,0,1,2,3,998600.0
2086,3,2.5,Suburb,1981,0,1,2,3,465000.0
3979,2,3.0,Urban,1960,0,2,1,3,898300.0
4454,4,1.5,Downtown,1959,0,1,0,3,1183600.0
3159,3,2.0,Suburb,1988,0,2,1,4,604200.0
1244,3,3.0,Suburb,1980,0,1,1,4,344400.0
835,4,3.5,Rural,1961,0,1,2,2,253900.0
2275,1,2.0,Waterfront,1987,0,3,0,3,851300.0
4757,2,4.0,Rural,2016,1,1,1,3,728100.0
2598,2,2.0,Urban,2015,0,1,2,2,633100.0
2645,1,2.0,Suburb,2001,1,1,2,4,535900.0
2208,4,3.0,Suburb,1954,1,1,2,3,522300.0
2508,2,2.0,Urban,1960,1,1,2,3,570400.0
3738,4,2.0,Rural,1974,0,1,2,3,554300.0
2100,4,2.0,Urban,1984,0,2,2,5,630100.0
2043,3,3.0,Downtown,1984,0,2,1,4,743500.0
4776,1,3.0,Downtown,1971,0,2,3,4,1291200.0
3897,4,2.0,Suburb,1986,0,1,2,3,773500.0
809,5,2.0,Downtown,2004,1,2,1,3,497400.0
3225,1,2.0,Urban,2024,1,1,1,3,746500.0
2460,2,2.5,Downtown,2021,1,2,2,2,779400.0
3431,3,1.5,Suburb,2013,1,2,3,3,721200.0
1872,2,3.0,Urban,1969,0,1,0,3,526500.0
4025,2,2.0,Waterfront,1953,1,2,0,3,1375600.0
2116,1,2.0,Downtown,1967,0,3,2,4,632100.0
4945,2,1.5,Suburb,2000,1,2,3,2,835400.0
4483,4,1.5,Suburb,2017,1,1,1,3,807900.0
4073,2,3.5,Suburb,1969,1,2,1,2,767700.0
945,3,2.0,Suburb,1958,0,3,2,3,299900.0
3840,3,1.5,Suburb,1975,1,1,1,1,643600.0
2262,5,2.0,Suburb,1974,0,2,2,3,553700.0
2384,3,2.0,Downtown,2017,0,1,0,3,739900.0
1282,2,1.0,Rural,1990,0,1,0,3,200400.0
3979,3,2.0,Urban,2008,0,2,1,3,961100.0
2049,1,2.0,Suburb,1994,1,2,1,3,446000.0
1430,3,2.5,Suburb,1990,1,2,0,3,379600.0
1461,4,2.0,Rural,1987,0,3,0,3,328800.0
4303,1,2.0,Suburb,1968,1,1,2,3,752500.0
3652,5,4.0,Downtown,1963,1,1,0,4,1215600.0
3266,4,2.0,Downtown,1970,1,3,3,3,1009500.0
1787,2,2.0,Suburb,1964,1,1,1,3,351300.0
2346,2,1.5,Suburb,1952,0,2,2,5,496700.0
1449,2,2.0,Suburb,1986,0,2,1,4,362500.0
1768,4,3.0,Downtown,1995,1,1,1,5,730600.0
3437,4,1.5,Downtown,1965,1,1,2,4,1003500.0
1900,4,2.5,Urban,1963,1,2,2,3,556100.0
1240,1,1.0,Urban,1958,1,2,2,3,323200.0
1569,1,2.0,Downtown,1956,1,2,2,4,509100.0
2143,2,3.0,Rural,1963,0,2,2,5,411500.0
4529,3,2.0,Suburb,1955,0,1,1,3,779900.0
4706,2,2.5,Waterfront,1964,0,1,2,4,1626300.0
2377,5,1.5,Urban,2001,1,1,2,3,682400.0
4808,1,2.5,Urban,2021,1,1,3,3,1085500.0
4151,4,1.0,Urban,1983,1,1,2,5,1011300.0
3149,1,3.0,Suburb,1950,1,1,0,4,598000.0
4402,4,1.5,Urban,2018,1,1,1,5,1071300.0
2041,5,3.0,Urban,1969,1,1,2,4,648300.0
1925,5,2.0,Suburb,1956,1,1,2,3,473700.0
3401,1,2.5,Urban,1956,0,2,2,3,760800.0
1990,4,2.0,Downtown,1999,1,2,2,5,758400.0
4931,5,3.5,Suburb,1951,1,1,1,3,921700.0
872,2,1.5,Suburb,1996,0,3,0,3,259700.0
2714,2,1.5,Suburb,1963,0,1,0,3,520500.0
3272,4,2.0,Urban,1980,1,2,2,3,826900.0
3846,1,1.0,Suburb,1999,0,1,2,2,644900.0
1507,5,1.5,Urban,2010,1,2,1,4,568700.0
2604,1,3.5,Downtown,1990,0,1,2,2,765000.0
4513,2,4.0,Suburb,1963,1,2,0,3,802000.0
3364,5,2.0,Waterfront,1954,1,1,0,4,1331000.0
3275,1,3.5,Waterfront,2024,0,2,2,3,1265500.0
4410,3,2.0,Rural,1954,1,1,1,4,648600.0
3623,4,2.0,Suburb,2013,1,1,2,3,739700.0
2535,4,2.5,Waterfront,1978,1,2,2,5,1156200.0
2385,3,2.5,Waterfront,2024,1,1,2,3,1026300.0
866,2,4.0,Rural,1954,1,3,0,1,247200.0
3861,5,2.0,Rural,1985,0,1,1,4,636100.0
3228,4,2.5,Suburb,1968,1,1,2,4,698900.0
4953,3,1.0,Waterfront,2013,1,2,2,3,1698300.0
1141,3,1.5,Suburb,1971,0,1,2,5,331500.0
3574,2,1.0,Urban,1983,0,1,1,3,735000.0
3617,2,4.0,Downtown,2005,0,2,0,5,1113700.0
3461,1,3.0,Rural,1966,1,2,2,3,551300.0
2032,4,3.0,Urban,2025,1,3,2,3,688500.0
4674,1,2.0,Suburb,2005,0,1,1,3,782100.0
3201,3,2.0,Downtown,1966,1,2,0,3,903900.0
2294,5,1.5,Suburb,2023,1,1,2,3,541400.0
1461,5,2.0,Urban,1967,0,1,1,3,476500.0
4683,2,2.0,Urban,1994,1,2,0,1,981000.0
4419,5,3.0,Suburb,2005,1,1,0,3,909700.0
2668,5,2.0,Rural,1999,1,1,1,3,486700.0
3134,5,1.0,Suburb,2007,0,1,2,4,635700.0
4174,3,1.0,Suburb,1967,0,2,1,3,755500.0
1816,5,1.5,Downtown,1956,0,3,0,4,662800.0
1007,5,2.0,Downtown,2025,1,2,0,5,581900.0
3465,5,3.5,Suburb,1959,1,1,1,3,737000.0
3293,1,2.5,Urban,2018,1,2,2,5,852200.0
1432,3,3.0,Urban,1952,0,2,0,3,441800.0
2902,2,2.0,Downtown,1993,0,1,2,2,815200.0
3759,1,2.0,Suburb,2019,1,1,0,3,674900.0
3883,4,1.5,Suburb,1963,1,1,1,3,721700.0
2731,3,3.0,Suburb,1953,1,1,0,4,564600.0
4519,3,3.0,Urban,1967,1,2,0,3,1044800.0
3362,4,1.5,Suburb,2001,0,1,2,3,637200.0
2479,4,2.0,Suburb,1987,0,1,1,4,545500.0
1036,4,2.0,Rural,1969,0,3,2,3,279000.0
2340,2,2.5,Urban,1993,0,2,0,2,616000.0
4743,5,3.5,Suburb,2000,0,2,0,3,955600.0
1163,3,2.5,Suburb,1968,0,1,1,5,333900.0
3168,5,2.0,Suburb,2017,0,1,2,4,685200.0
1085,5,1.0,Suburb,2015,0,1,1,3,334300.0
948,4,1.0,Urban,1962,1,1,1,3,310800.0
4837,2,1.5,Suburb,2011,0,1,1,2,808100.0
2566,1,1.0,Suburb,2010,1,2,0,3,463400.0
1812,2,2.5,Urban,1979,1,1,3,4,534300.0
3631,5,2.5,Suburb,1979,1,1,2,3,764700.0
3307,2,1.5,Suburb,2000,1,1,2,3,586700.0
2323,4,3.0,Downtown,1997,0,2,2,5,891200.0
3585,1,1.5,Suburb,1982,1,2,2,4,660100.0
3356,4,2.0,Suburb,2023,1,2,0,3,689700.0
4525,1,1.5,Rural,1968,1,1,2,2,606100.0
2401,5,2.0,Suburb,2020,0,1,0,2,526900.0
3208,1,2.0,Urban,2006,0,1,1,2,685200.0
1140,1,2.0,Urban,1968,0,1,2,3,290400.0
3617,1,2.0,Urban,1990,1,2,2,2,818200.0
3296,2,4.0,Suburb,1991,1,3,2,4,752800.0
2525,2,1.0,Suburb,2001,0,2,2,5,526600.0
2489,5,1.5,Downtown,1953,1,3,0,3,828600.0
4067,1,1.0,Waterfront,1953,1,2,1,3,1298900.0
1061,3,2.5,Rural,1954,1,1,0,4,267000.0
2242,5,1.0,Suburb,1990,1,3,2,5,559100.0
1205,1,3.0,Suburb,2010,1,1,3,4,348300.0
2990,1,2.0,Rural,2024,0,2,1,2,443700.0
1043,2,2.0,Suburb,2004,1,1,0,2,253800.0
4907,5,2.5,Rural,2024,0,1,1,4,811100.0
1360,1,1.5,Urban,1962,1,2,2,4,388000.0
4937,1,1.5,Urban,1963,1,1,2,2,985500.0
3525,5,2.0,Rural,2009,1,1,0,3,583500.0
1393,3,2.5,Rural,2021,1,1,3,4,355500.0
2626,5,1.5,Downtown,1974,0,1,2,3,814900.0
4029,5,1.5,Suburb,1993,0,3,0,4,808200.0
4087,3,4.0,Urban,1959,1,2,3,2,1007100.0
4873,5,1.0,Suburb,2020,0,1,1,4,907700.0
933,1,3.0,Urban,1999,1,1,1,3,327700.0
3938,5,3.0,Suburb,1993,0,2,1,3,830600.0
4719,3,2.0,Rural,1963,0,1,2,4,692500.0
872,4,1.5,Suburb,1964,0,1,2,4,299300.0
3778,5,1.5,Suburb,1965,1,1,0,5,747800.0
2785,2,2.5,Suburb,1951,1,2,3,3,542900.0
1592,1,2.5,Urban,1979,0,1,0,4,419200.0
894,1,3.0,Suburb,1979,0,1,2,3,274300.0
1933,2,3.5,Rural,1980,1,1,2,3,344900.0
1037,2,2.5,Urban,1969,0,1,0,4,371400.0
3746,5,1.5,Urban,1998,1,2,0,1,867100.0
3330,2,1.5,Waterfront,1984,1,1,2,3,1187100.0
2760,4,3.0,Urban,1972,1,1,1,3,728100.0
1848,3,1.5,Suburb,2010,1,1,2,2,402500.0
3329,2,1.0,Urban,2004,1,1,2,5,760200.0
3764,2,2.5,Waterfront,2016,1,2,2,3,1430900.0
1763,4,2.0,Downtown,1957,1,2,1,3,639300.0
1336,1,3.5,Suburb,1989,1,1,1,4,378100.0
4479,1,2.5,Suburb,2008,0,1,1,3,781500.0
4987,5,1.0,Suburb,1981,1,1,2,3,894500.0
4524,4,3.5,Urban,1956,0,2,1,1,1061000.0
1342,3,2.0,Urban,1951,1,2,1,3,393200.0
1645,3,2.0,Urban,1955,1,1,3,2,456700.0
4403,4,2.0,Rural,1985,0,2,2,4,673500.0
3836,3,1.0,Urban,1981,0,2,0,3,847700.0
3294,1,2.0,Downtown,1994,1,3,3,3,902600.0
3519,3,1.5,Suburb,1991,1,1,2,3,642900.0
2684,3,2.0,Urban,2002,1,1,0,3,664300.0
4938,4,2.0,Suburb,1958,1,1,1,5,935800.0
4001,4,3.0,Downtown,2024,0,2,2,2,1196200.0
3510,3,3.0,Downtown,2024,1,2,2,4,1132000.0
2753,2,1.5,Urban,1998,1,2,1,3,695500.0
4650,4,2.0,Urban,1951,1,1,1,3,1042100.0
1489,5,2.0,Downtown,2016,0,1,1,3,590900.0
2750,5,1.5,Suburb,1960,1,1,2,5,632400.0
1256,1,3.0,Suburb,1999,0,2,0,3,292400.0
2930,3,2.5,Downtown,1984,0,1,0,3,848000.0
4776,2,1.5,Suburb,1964,1,1,2,5,825300.0
1979,1,2.0,Suburb,2024,0,2,2,4,474700.0
4365,3,1.5,Downtown,1980,0,1,2,3,1169400.0
1682,4,2.5,Urban,2011,1,1,1,5,624000.0
1199,5,1.5,Suburb,1977,1,1,1,4,357200.0
1408,2,4.0,Suburb,1974,1,2,1,3,383400.0
2438,5,3.0,Suburb,1974,1,2,3,3,599300.0
2948,4,2.0,Suburb,2024,1,3,2,3,651700.0
2182,3,2.5,Suburb,1950,0,1,1,3,472000.0
2203,4,3.5,Urban,2008,0,3,1,4,786600.0
1619,4,2.5,Suburb,2018,0,2,2,3,446800.0
4092,5,1.5,Suburb,2023,1,2,2,1,809200.0
1619,2,2.0,Suburb,1991,0,3,1,4,402800.0
1219,4,3.0,Waterfront,1983,0,1,2,3,724400.0
4102,5,2.5,Suburb,2015,1,1,2,5,908100.0
2308,2,2.5,Rural,1967,1,1,2,5,404300.0
1567,3,3.0,Rural,1954,1,2,2,5,362200.0
2844,3,3.0,Urban,1969,1,2,2,4,799200.0
2939,1,3.5,Urban,2015,0,2,2,3,770700.0
3829,5,1.0,Suburb,2024,1,1,3,3,785700.0
2349,2,2.0,Suburb,2011,1,1,1,3,501300.0
2564,4,2.5,Rural,1981,1,1,1,3,462300.0
3445,3,3.0,Urban,2007,0,2,2,3,907500.0
4516,2,2.5,Urban,1999,1,1,2,1,1005800.0
3093,5,1.5,Rural,1987,1,3,3,5,602000.0
3508,1,3.0,Rural,2004,0,1,0,5,565400.0
1700,3,2.5,Rural,1977,1,1,2,3,335800.0
3884,2,1.0,Rural,2023,0,2,0,3,549600.0
2809,2,2.0,Urban,1971,1,1,2,3,671500.0
1041,2,1.5,Suburb,1992,1,1,0,4,274600.0
3185,5,2.0,Suburb,1985,0,1,0,4,631400.0
1471,5,1.0,Suburb,2001,0,1,0,3,380800.0
963,5,2.0,Waterfront,1985,0,3,2,3,674400.0
1264,4,2.0,Downtown,1977,0,2,1,3,529400.0
3842,2,2.5,Suburb,2007,0,1,0,5,762000.0
3242,3,2.5,Suburb,1985,0,2,1,2,623400.0
3155,5,3.0,Suburb,2019,1,1,0,2,675700.0
3357,5,1.5,Suburb,1958,0,2,3,4,714600.0
1345,2,1.5,Rural,1970,1,3,1,4,268500.0
4635,5,3.0,Urban,2013,1,2,1,4,1171600.0
1393,4,1.5,Urban,2025,1,1,2,3,491800.0
4604,4,4.0,Downtown,2010,1,1,2,4,1420500.0
2259,5,3.0,Suburb,1989,0,1,2,3,572800.0
4293,2,2.0,Downtown,2005,0,2,2,2,1115400.0
3401,2,4.0,Downtown,1953,1,2,3,3,1036700.0
3244,2,1.0,Rural,1980,1,1,1,1,400600.0
3472,1,2.0,Suburb,1976,1,3,3,3,677700.0
816,5,2.5,Suburb,2007,1,1,2,5,414200.0
3991,2,2.0,Suburb,1974,1,1,2,3,729700.0
1192,4,3.5,Suburb,2018,1,1,2,5,452800.0
1224,3,1.0,Urban,2019,1,1,2,3,387800.0
1371,3,2.0,Suburb,1954,0,1,0,3,295200.0
4431,2,2.5,Waterfront,1957,0,2,1,3,1511200.0
1920,3,2.5,Rural,1958,1,1,3,4,376300.0
1041,3,2.0,Waterfront,1964,1,1,2,3,547200.0
4697,1,2.0,Suburb,1956,1,2,1,4,791200.0
4895,4,3.0,Downtown,2021,0,1,2,1,1376500.0
3079,4,1.5,Suburb,1964,1,2,2,5,668600.0
1588,1,3.0,Rural,1986,0,1,0,2,285700.0
1514,1,2.5,Downtown,1988,1,2,2,4,541900.0
3649,3,3.0,Suburb,1955,0,3,2,3,691100.0
1575,5,2.5,Urban,2006,0,1,0,4,571200.0
4826,3,1.5,Urban,1968,0,2,3,4,1106800.0
3047,1,2.5,Suburb,2012,0,2,1,2,594100.0
878,4,3.0,Suburb,1980,1,2,1,5,403700.0
4726,3,2.0,Urban,2024,0,1,0,3,1093900.0
1655,5,4.0,Rural,1959,0,1,2,3,359800.0
2948,3,2.0,Urban,2016,1,2,1,4,812600.0
1831,2,1.5,Downtown,2011,1,2,1,2,570300.0
4071,3,2.0,Rural,1952,0,1,2,3,593200.0
4376,1,4.0,Rural,1967,0,1,0,3,624100.0
4982,4,2.0,Urban,1974,1,1,2,4,1139600.0
4256,4,3.0,Suburb,1969,1,1,2,2,831500.0
4306,1,3.0,Suburb,2007,0,1,3,3,790400.0
1207,2,2.0,Rural,1999,1,1,2,4,318200.0
3511,1,1.0,Urban,1959,0,1,0,4,704300.0
3888,3,2.5,Rural,1970,0,1,0,5,584300.0
2468,1,2.0,Suburb,1978,1,3,2,4,511300.0
947,1,3.0,Downtown,1959,1,1,2,4,434700.0
4697,2,2.0,Suburb,1962,0,1,1,3,767300.0
2750,3,2.0,Suburb,1996,1,1,2,2,569400.0
1165,5,3.0,Waterfront,1972,0,3,1,4,808200.0
2474,5,2.0,Urban,1999,0,2,3,5,763100.0
3346,4,2.0,Downtown,1953,0,2,3,4,1003000.0
1362,1,2.0,Suburb,2016,0,1,3,1,295200.0
4362,4,2.0,Downtown,2002,1,2,2,3,1237200.0
3289,2,2.0,Rural,1951,1,1,3,3,536300.0
1572,5,3.0,Rural,2017,0,1,1,4,408900.0
2837,1,2.0,Suburb,2014,1,2,2,4,568600.0
